"category id","category","gene locus","gene name"
"SW.6.2","Membrane proteins","BSU_06200",""
"SW.2.3.1.10","Biosynthesis/ acquisition of methionine/ S-adenosylmethionine","BSU_13580",""
"SW.6.10","Pseudogenes","BSU_16900",""
"SW.5.1.2","SP-beta prophage","BSU_20330",""
"SW.6.2","Membrane proteins","BSU_02170",""
"SW.6.7","Proteins of unknown function","BSU_02170",""
"SW.2.2.2.16","Utilization of inositol","BSU_39700",""
"SW.6.2","Membrane proteins","BSU_35820",""
"SW.6.7","Proteins of unknown function","BSU_08870",""
"SW.6.7","Proteins of unknown function","BSU_17360",""
"SW.2.3.1.9","Biosynthesis/ acquisition of cysteine","BSU_03600",""
"SW.6.2","Membrane proteins","BSU_03600",""
"SW.6.2","Membrane proteins","BSU_05690",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_27770",""
"SW.1.1.1.3","Biosynthesis of lipoteichoic acid","BSU_06720",""
"SW.2.6.1.2","Biosynthesis of lipoteichoic acid","BSU_06720",""
"SW.3.3.1.4","Ribosomal proteins","BSU_01190",""
"SW.6.1","Essential genes","BSU_01190",""
"SW.6.5","Universally conserved proteins","BSU_01190",""
"SW.2.3.1.5","Biosynthesis/ acquisition of aspartate/ asparagine","BSU_39920",""
"SW.3.3.6","Protein secretion/ based on similarity","BSU_20490",""
"SW.5.1.2","SP-beta prophage","BSU_20490",""
"SW.2.3.3.5","Utilization of proteins","BSU_17260",""
"SW.3.3.1.7","tRNA","BSU_tRNA_27",""
"SW.4.3.10","Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)","BSU_11560",""
"SW.3.1.5","DNA repair/ recombination","BSU_13540",""
"SW.2.6.5.3","Biosynthesis of iron-sulfur clusters","BSU_32160",""
"SW.3.3.1.11","Translation factors","BSU_16500",""
"SW.6.1","Essential genes","BSU_16500",""
"SW.2.3.1.4","Biosynthesis/ acquisition of arginine","BSU_29450",""
"SW.6.7","Proteins of unknown function","BSU_11860",""
"SW.6.7","Proteins of unknown function","BSU_34940",""
"SW.6.2","Membrane proteins","BSU_23410",""
"SW.2.2.1.4","TCA cycle","BSU_14580",""
"SW.3.1.7","Genetic competence","BSU_25580",""
"SW.4.1.3","Genetic competence","BSU_25580",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_03660",""
"SW.2.3.1.13","Biosynthesis/ acquisition of aromatic amino acids","BSU_00750",""
"SW.2.6.2.5","Biosynthesis of folate","BSU_00750",""
"SW.6.7","Proteins of unknown function","BSU_35280",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_36670",""
"SW.6.7","Proteins of unknown function","BSU_11150",""
"SW.3.3.1.6","Ribosome assembly","BSU_25670",""
"SW.6.3","GTP-binding proteins","BSU_25670",""
"SW.3.3.1.9","tRNA modification and maturation/ based on similarity","BSU_12060",""
"SW.2.6.5.1","Acquisition of iron / Other","BSU_31960",""
"SW.6.2","Membrane proteins","BSU_31960",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_07930",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_00170",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_09390",""
"SW.2.6.2.3","Biosynthesis/ acquisition of thiamine","BSU_11680",""
"SW.6.7","Proteins of unknown function","BSU_17559",""
"SW.6.2","Membrane proteins","BSU_09030",""
"SW.6.7","Proteins of unknown function","BSU_09030",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_10390",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_10390",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_04300",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_04300",""
"SW.4.3.18","Toxins, antitoxins and immunity against toxins/ based on similarity","BSU_21000",""
"SW.5.1.2","SP-beta prophage","BSU_21000",""
"SW.3.3.2","Chaperones/ protein folding","BSU_39820",""
"SW.4.3.4","Heat shock proteins","BSU_39820",""
"SW.1.1.1.1","Biosynthesis of peptidoglycan","BSU_27670",""
"SW.2.6.1.1","Biosynthesis of peptidoglycan","BSU_27670",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_27670",""
"SW.6.2","Membrane proteins","BSU_27670",""
"SW.6.7","Proteins of unknown function","BSU_17780",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_09350",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_14370",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_14370",""
"SW.6.2","Membrane proteins","BSU_14370",""
"SW.1.2.3","ECF transporter","BSU_30990",""
"SW.2.6.2.3","Biosynthesis/ acquisition of thiamine","BSU_30990",""
"SW.6.2","Membrane proteins","BSU_30990",""
"SW.2.5.4","Nucleotide metabolism/ other","BSU_05800",""
"SW.6.2","Membrane proteins","BSU_05800",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_13430",""
"SW.3.3.4.2","Protein kinases","BSU_33210",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_33210",""
"SW.6.2","Membrane proteins","BSU_33210",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_32860",""
"SW.6.7","Proteins of unknown function","BSU_26930",""
"SW.2.3.1.13","Biosynthesis/ acquisition of aromatic amino acids","BSU_22710",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_10950",""
"SW.3.4.2.5","Transcription factors/ other","BSU_33660",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_26",""
"SW.2.2.2.7","Utilization of fructose","BSU_14400",""
"SW.6.2","Membrane proteins","BSU_14400",""
"SW.3.3.5","Protein secretion","BSU_16390",""
"SW.4.1.1.2","Flagellar proteins","BSU_16390",""
"SW.6.2","Membrane proteins","BSU_16390",""
"SW.6.7","Proteins of unknown function","BSU_23328",""
"SW.1.2.3","ECF transporter","BSU_10010",""
"SW.2.3.1.13","Biosynthesis/ acquisition of aromatic amino acids","BSU_10010",""
"SW.6.2","Membrane proteins","BSU_10010",""
"SW.6.2","Membrane proteins","BSU_06400",""
"SW.6.7","Proteins of unknown function","BSU_06400",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_07920",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_07920",""
"SW.6.2","Membrane proteins","BSU_07920",""
"SW.4.3.3","Acid stress proteins (controlled by YvrI-YvrHa)","BSU_33240",""
"SW.3.4.1.2","Control of sigma factors","BSU_24760",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_24760",""
"SW.2.2.2.1","Utilization of organic acids","BSU_04460",""
"SW.3.4.2.1","Two-component system response regulators","BSU_04460",""
"SW.2.6.2.3","Biosynthesis/ acquisition of thiamine","BSU_11710",""
"SW.2.1.2.4","Respiration/ other","BSU_23130",""
"SW.6.2","Membrane proteins","BSU_23130",""
"SW.3.3.1.7","tRNA","BSU_tRNA_31",""
"SW.3.3.5","Protein secretion","BSU_04010",""
"SW.6.2","Membrane proteins","BSU_04010",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_07280",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_07280",""
"SW.3.1.7","Genetic competence","BSU_25600",""
"SW.4.1.3","Genetic competence","BSU_25600",""
"SW.3.3.5","Protein secretion","BSU_16370",""
"SW.4.1.1.2","Flagellar proteins","BSU_16370",""
"SW.6.2","Membrane proteins","BSU_16370",""
"SW.3.4.2.1","Two-component system response regulators","BSU_34720",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_34720",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_27300",""
"SW.6.7","Proteins of unknown function","BSU_22020",""
"SW.6.7","Proteins of unknown function","BSU_36080",""
"SW.3.4.2.5","Transcription factors/ other","BSU_03960",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_21900",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_27280",""
"SW.2.2.2.8","Utilization of galactose","BSU_18360",""
"SW.2.5.1","Utilization of nucleotides","BSU_32500",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_37690",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_37690",""
"SW.6.7","Proteins of unknown function","BSU_13819",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_33400",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_33400",""
"SW.3.1.7","Genetic competence","BSU_03430",""
"SW.4.1.3","Genetic competence","BSU_03430",""
"SW.6.2","Membrane proteins","BSU_03430",""
"SW.6.7","Proteins of unknown function","BSU_11799",""
"SW.3.4.8","Quorum sensing","BSU_25840",""
"SW.5.1.3","Skin element","BSU_25840",""
"SW.6.8","Short peptides","BSU_25840",""
"SW.3.4.2.5","Transcription factors/ other","BSU_13670",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_13670",""
"SW.5.1.3","Skin element","BSU_26240",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_03240",""
"SW.6.2","Membrane proteins","BSU_03240",""
"SW.2.2.2.27","Utilization of other polymeric carbohydrates","BSU_34950",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_37960",""
"SW.6.7","Proteins of unknown function","BSU_19130",""
"SW.5.1.2","SP-beta prophage","BSU_21550",""
"SW.6.7","Proteins of unknown function","BSU_11020",""
"SW.3.3.4.2","Protein kinases","BSU_33090",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_33090",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_33090",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_33090",""
"SW.6.2","Membrane proteins","BSU_33090",""
"SW.4.1.2","Biofilm formation","BSU_40030",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_40030",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_40030",""
"SW.1.1.1.1","Biosynthesis of peptidoglycan","BSU_19620",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_38610",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_13110",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_27",""
"SW.6.2","Membrane proteins","BSU_09850",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_26660",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_16860",""
"SW.2.2.2.1","Utilization of organic acids","BSU_04450",""
"SW.3.3.4.2","Protein kinases","BSU_04450",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_04450",""
"SW.6.2","Membrane proteins","BSU_04450",""
"SW.6.7","Proteins of unknown function","BSU_17730",""
"SW.2.1.3","Electron transport/ other","BSU_07250",""
"SW.2.4.3","Lipid metabolism/ other","BSU_07250",""
"SW.5.1.2","SP-beta prophage","BSU_20140",""
"SW.6.2","Membrane proteins","BSU_02060",""
"SW.6.2","Membrane proteins","BSU_04060",""
"SW.6.2","Membrane proteins","BSU_14570",""
"SW.6.7","Proteins of unknown function","BSU_14570",""
"SW.2.6.2.3","Biosynthesis/ acquisition of thiamine","BSU_13230",""
"SW.6.2","Membrane proteins","BSU_13230",""
"SW.6.7","Proteins of unknown function","BSU_00200",""
"SW.5.1.2","SP-beta prophage","BSU_20000",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_25150",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_09720",""
"SW.6.2","Membrane proteins","BSU_09720",""
"SW.2.6.2.8","Biosynthesis of menaquinone","BSU_30780",""
"SW.6.1","Essential genes","BSU_30780",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_37850",""
"SW.6.2","Membrane proteins","BSU_37850",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_32100",""
"SW.2.5.3","Metabolism of signalling nucleotides","BSU_40510",""
"SW.6.2","Membrane proteins","BSU_40510",""
"SW.3.3.4.2","Protein kinases","BSU_34360",""
"SW.4.1.2","Biofilm formation","BSU_34360",""
"SW.2.6.2.3","Biosynthesis/ acquisition of thiamine","BSU_38300",""
"SW.6.2","Membrane proteins","BSU_07210",""
"SW.6.7","Proteins of unknown function","BSU_07210",""
"SW.2.6.2.4","Biosynthesis of coenzyme A","BSU_00700",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_00700",""
"SW.2.5.2.1","Biosynthesis/ acquisition of purine nucleotides","BSU_06530",""
"SW.5.1.2","SP-beta prophage","BSU_21570",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_32230",""
"SW.2.3.1.4","Biosynthesis/ acquisition of arginine","BSU_37760",""
"SW.2.3.2.4","Utilization of arginine/ ornithine","BSU_37760",""
"SW.6.2","Membrane proteins","BSU_37760",""
"SW.6.2","Membrane proteins","BSU_09110",""
"SW.3.3.1.7","tRNA","BSU_tRNA_41",""
"SW.6.2","Membrane proteins","BSU_17910",""
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_15430",""
"SW.6.1","Essential genes","BSU_15430",""
"SW.2.2.2.14","Utilization of glucarate/galactarate","BSU_02480",""
"SW.6.2","Membrane proteins","BSU_02480",""
"SW.4.3.5","Cold stress proteins","BSU_30430",""
"SW.6.2","Membrane proteins","BSU_30430",""
"SW.6.7","Proteins of unknown function","BSU_13169",""
"SW.6.7","Proteins of unknown function","BSU_02040",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_32720",""
"SW.6.7","Proteins of unknown function","BSU_40750",""
"SW.2.5.1","Utilization of nucleotides","BSU_23500",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_03520",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_03520",""
"SW.6.7","Proteins of unknown function","BSU_21800",""
"SW.3.3.1.4","Ribosomal proteins","BSU_40910",""
"SW.5.1.2","SP-beta prophage","BSU_21590",""
"SW.6.7","Proteins of unknown function","BSU_21590",""
"SW.4.2.1.3","Small acid-soluble spore proteins","BSU_33340",""
"SW.5.2.1","ICEBs1","BSU_04890",""
"SW.6.7","Proteins of unknown function","BSU_04890",""
"SW.3.3.5","Protein secretion","BSU_24390",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_24390",""
"SW.6.2","Membrane proteins","BSU_24390",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_07540",""
"SW.5.1.2","SP-beta prophage","BSU_20380",""
"SW.5.1.3","Skin element","BSU_26089",""
"SW.6.7","Proteins of unknown function","BSU_01060",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_02150",""
"SW.6.2","Membrane proteins","BSU_02150",""
"SW.2.2.2.24","Utilization of galactan","BSU_34120",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_09165",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_07830",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_07830",""
"SW.2.1.2.1","Terminal oxidases","BSU_14910",""
"SW.6.2","Membrane proteins","BSU_14910",""
"SW.4.2.1.3","Small acid-soluble spore proteins","BSU_19950",""
"SW.5.1.2","SP-beta prophage","BSU_19950",""
"SW.2.2.2.17","Utilization of amino sugars","BSU_32600",""
"SW.2.3.3.3","Utilization of amino sugars","BSU_32600",""
"SW.6.2","Membrane proteins","BSU_32600",""
"SW.3.3.4.2","Protein kinases","BSU_13260",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_13260",""
"SW.6.2","Membrane proteins","BSU_13260",""
"SW.2.3.3.4","Utilization of peptides","BSU_12920",""
"SW.5.1.2","SP-beta prophage","BSU_21080",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_40670",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_09400",""
"SW.3.1.4","DNA restriction/ modification","BSU_06060",""
"SW.5.1.5","Prophage 3","BSU_06060",""
"SW.6.1","Essential genes","BSU_06060",""
"SW.6.7","Proteins of unknown function","BSU_38820",""
"SW.3.3.1.7","tRNA","BSU_tRNA_23",""
"SW.6.7","Proteins of unknown function","BSU_32400",""
"SW.2.3.2.9","Utilization of branched-chain amino acids","BSU_24050",""
"SW.3.4.2.5","Transcription factors/ other","BSU_24020",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_24020",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_24020",""
"SW.3.4.2.5","Transcription factors/ other","BSU_33840",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_33840",""
"SW.3.4.1.2","Control of sigma factors","BSU_36970",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_36970",""
"SW.5.1.2","SP-beta prophage","BSU_20520",""
"SW.6.3","GTP-binding proteins","BSU_17430",""
"SW.3.3.1.13","Translation/ other/ based on similarity","BSU_16590",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_29510",""
"SW.6.7","Proteins of unknown function","BSU_23680",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_07990",""
"SW.2.5.2.4","Biosynthesis/ acquisition of pyrimidine nucleotides","BSU_21820",""
"SW.5.1.1","PBSX prophage","BSU_12750",""
"SW.2.6.2.4","Biosynthesis of coenzyme A","BSU_22430",""
"SW.6.7","Proteins of unknown function","BSU_30659",""
"SW.3.1.7","Genetic competence","BSU_33470",""
"SW.3.3.2","Chaperones/ protein folding","BSU_33470",""
"SW.4.1.3","Genetic competence","BSU_33470",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_33470",""
"SW.6.2","Membrane proteins","BSU_33470",""
"SW.5.1.2","SP-beta prophage","BSU_20999",""
"SW.2.3.2.9","Utilization of branched-chain amino acids","BSU_24040",""
"SW.3.1.1","DNA replication","BSU_00330",""
"SW.6.2","Membrane proteins","BSU_01590",""
"SW.3.1.6","DNA repair/ recombination/ based on similarity","BSU_18940",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_05480",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_13500",""
"SW.6.2","Membrane proteins","BSU_13500",""
"SW.3.3.4.5","Protein acetylases/ deacetylases","BSU_09650",""
"SW.2.2.2.15","Utilization of hexuronate","BSU_12340",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_12340",""
"SW.6.7","Proteins of unknown function","BSU_27380",""
"SW.5.2.1","ICEBs1","BSU_04910",""
"SW.6.2","Membrane proteins","BSU_04910",""
"SW.2.3.2.10","Utilization of gamma-amino butyric acid","BSU_03910",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_03910",""
"SW.3.4.2.5","Transcription factors/ other","BSU_25100",""
"SW.2.2.1.5","Overflow metabolism","BSU_03050",""
"SW.3.4.1.2","Control of sigma factors","BSU_misc_RNA_41",""
"SW.6.7","Proteins of unknown function","BSU_40980",""
"SW.2.3.1.8","Biosynthesis/ acquisition of serine/ glycine/ alanine","BSU_27810",""
"SW.2.3.2.7","Utilization of alanine/ serine","BSU_27810",""
"SW.5.1.2","SP-beta prophage","BSU_20950",""
"SW.6.7","Proteins of unknown function","BSU_39910",""
"SW.6.7","Proteins of unknown function","BSU_08170",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_28370",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_40460",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_40290",""
"SW.5.1.2","SP-beta prophage","BSU_20750",""
"SW.6.7","Proteins of unknown function","BSU_32370",""
"SW.2.2.2.15","Utilization of hexuronate","BSU_12380",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_12380",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_19570",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_38100",""
"SW.5.1.2","SP-beta prophage","BSU_21310",""
"SW.3.3.4.4","Protein phosphatases","BSU_05010",""
"SW.3.4.8","Quorum sensing","BSU_05010",""
"SW.5.2.1","ICEBs1","BSU_05010",""
"SW.2.3.4","Putative amino acid transporter","BSU_18770",""
"SW.3.3.5","Protein secretion","BSU_09200",""
"SW.6.2","Membrane proteins","BSU_09200",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_04550",""
"SW.3.4.2.6","Transcription factor/ other/ based on similarity","BSU_05170",""
"SW.6.7","Proteins of unknown function","BSU_14100",""
"SW.3.4.2.7","Control of transcription factor (other than two-component system)","BSU_34740",""
"SW.2.6.2.10","Biosynthesis of molybdopterin","BSU_14290",""
"SW.4.3.6","Coping with hyper-osmotic stress","BSU_31100",""
"SW.6.2","Membrane proteins","BSU_31100",""
"SW.3.4.1.2","Control of sigma factors","BSU_27750",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_27750",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_27750",""
"SW.6.7","Proteins of unknown function","BSU_32090",""
"SW.2.5.3","Metabolism of signalling nucleotides","BSU_13420",""
"SW.6.2","Membrane proteins","BSU_13420",""
"SW.2.5.1","Utilization of nucleotides","BSU_32460",""
"SW.6.7","Proteins of unknown function","BSU_14680",""
"SW.6.7","Proteins of unknown function","BSU_37580",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_33980",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_07890",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_07890",""
"SW.2.3.3.5","Utilization of proteins","BSU_02240",""
"SW.2.2.1.4","TCA cycle","BSU_33040",""
"SW.3.3.5","Protein secretion","BSU_16360",""
"SW.4.1.1.2","Flagellar proteins","BSU_16360",""
"SW.6.2","Membrane proteins","BSU_16360",""
"SW.3.1.1","DNA replication","BSU_27480",""
"SW.6.2","Membrane proteins","BSU_01560",""
"SW.5.1.2","SP-beta prophage","BSU_20390",""
"SW.6.2","Membrane proteins","BSU_08360",""
"SW.6.7","Proteins of unknown function","BSU_08360",""
"SW.3.4.2.1","Two-component system response regulators","BSU_33010",""
"SW.4.3.4","Heat shock proteins","BSU_33010",""
"SW.3.4.2.2.3","Control of response regulators/ other","BSU_40140",""
"SW.6.2","Membrane proteins","BSU_40140",""
"SW.6.7","Proteins of unknown function","BSU_27220",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_32290",""
"SW.6.7","Proteins of unknown function","BSU_25220",""
"SW.3.1.5","DNA repair/ recombination","BSU_16940",""
"SW.3.1.7","Genetic competence","BSU_16940",""
"SW.4.1.3","Genetic competence","BSU_16940",""
"SW.6.2","Membrane proteins","BSU_31300",""
"SW.3.3.4.2","Protein kinases","BSU_02730",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_02730",""
"SW.6.2","Membrane proteins","BSU_02730",""
"SW.6.2","Membrane proteins","BSU_00430",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_37410",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_37410",""
"SW.1.1.1.1","Biosynthesis of peptidoglycan","BSU_04560",""
"SW.2.6.1.1","Biosynthesis of peptidoglycan","BSU_04560",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_04560",""
"SW.6.1","Essential genes","BSU_04560",""
"SW.6.7","Proteins of unknown function","BSU_01510",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_19689",""
"SW.5.1.2","SP-beta prophage","BSU_21420",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_21960",""
"SW.2.3.1.6","Biosynthesis/ acquisition of lysine/ threonine","BSU_27910",""
"SW.3.4.2.5","Transcription factors/ other","BSU_27910",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_31280",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_31280",""
"SW.1.1.2","Cell shape","BSU_28030",""
"SW.1.1.7","Membrane dynamics","BSU_28030",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_28030",""
"SW.6.1","Essential genes","BSU_28030",""
"SW.6.2","Membrane proteins","BSU_28030",""
"SW.2.6.4","Sulfur metabolism","BSU_33430",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_17160",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_17160",""
"SW.6.2","Membrane proteins","BSU_36580",""
"SW.6.7","Proteins of unknown function","BSU_36580",""
"SW.6.2","Membrane proteins","BSU_07100",""
"SW.2.6.6.1","Biosynthesis of antibacterial compounds","BSU_10540",""
"SW.4.3.15","Biosynthesis of antibacterial compounds","BSU_10540",""
"SW.6.7","Proteins of unknown function","BSU_27468",""
"SW.3.3.1.1","Ribosomal RNA","BSU_rRNA_6",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_30870",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_18290",""
"SW.6.2","Membrane proteins","BSU_18290",""
"SW.2.3.2.9","Utilization of branched-chain amino acids","BSU_24080",""
"SW.2.6.2.6","Biosynthesis of heme/ siroheme","BSU_28120",""
"SW.2.2.2.6","Utilization of arabinan/ arabinose/ arabitol","BSU_33970",""
"SW.3.4.2.5","Transcription factors/ other","BSU_33970",""
"SW.3.3.4.4","Protein phosphatases","BSU_13640",""
"SW.2.2.2.23","Utilization of starch/ maltodextrin","BSU_34620",""
"SW.6.2","Membrane proteins","BSU_34620",""
"SW.1.1.1.8","Biosynthesis of the carrier lipid undecaprenylphosphate","BSU_36530",""
"SW.2.6.1.5","Biosynthesis of the carrier lipid undecaprenylphosphate","BSU_36530",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_36530",""
"SW.4.3.4","Heat shock proteins","BSU_36530",""
"SW.4.3.14","Resistance against toxins/ antibiotics/ based on similarity","BSU_36530",""
"SW.6.2","Membrane proteins","BSU_36530",""
"SW.3.3.1.4","Ribosomal proteins","BSU_15820",""
"SW.2.6.3","Phosphate metabolism","BSU_02640",""
"SW.3.3.5","Protein secretion","BSU_02640",""
"SW.6.2","Membrane proteins","BSU_02640",""
"SW.6.7","Proteins of unknown function","BSU_35050",""
"SW.2.5.2.4","Biosynthesis/ acquisition of pyrimidine nucleotides","BSU_15480",""
"SW.6.2","Membrane proteins","BSU_15480",""
"SW.1.1.3.3","Utilization of cell wall components","BSU_01660",""
"SW.6.7","Proteins of unknown function","BSU_18819",""
"SW.6.2","Membrane proteins","BSU_37990",""
"SW.6.7","Proteins of unknown function","BSU_37990",""
"SW.6.7","Proteins of unknown function","BSU_38350",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_02840",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_02840",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_39040",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_39040",""
"SW.3.3.1.8","tRNA modification and maturation","BSU_29580",""
"SW.2.1.2.1","Terminal oxidases","BSU_38740",""
"SW.6.2","Membrane proteins","BSU_38740",""
"SW.3.3.4.2","Protein kinases","BSU_14490",""
"SW.3.4.2.2.1","Two-component sensor kinase","BSU_14490",""
"SW.4.1.2","Biofilm formation","BSU_14490",""
"SW.6.2","Membrane proteins","BSU_14490",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_11510",""
"SW.2.5.2.4","Biosynthesis/ acquisition of pyrimidine nucleotides","BSU_27330",""
"SW.6.7","Proteins of unknown function","BSU_10210",""
"SW.6.7","Proteins of unknown function","BSU_29850",""
"SW.2.6.2.11","Biosynthesis of NAD(P)","BSU_27880",""
"SW.5.1.2","SP-beta prophage","BSU_20720",""
"SW.1.1.4","Capsule biosynthesis and degradation","BSU_35880",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_07750",""
"SW.4.3.8","Resistance against oxidative and electrophile stress","BSU_07750",""
"SW.6.2","Membrane proteins","BSU_07750",""
"SW.2.3.1.9","Biosynthesis/ acquisition of cysteine","BSU_29380",""
"SW.6.2","Membrane proteins","BSU_29380",""
